Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_Outlet_Sales_BOXCOX,Item_Fat_Content_Regular,Item_Type_Group2,Item_Type_Group3,Item_Type_Group4,Item_Type_Group5,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Establishment_Year_1987,Outlet_Establishment_Year_1997,Outlet_Establishment_Year_1998,Outlet_Establishment_Year_1999,Outlet_Establishment_Year_2002,Outlet_Establishment_Year_2004,Outlet_Establishment_Year_2007,Outlet_Establishment_Year_2009,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Visibility_SQRT
11.3,0.054507422,96.3094,3,1,666.4658,29.13400189900251,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.23346824623490023
11.94125,0.063079544,175.7712,1,3,351.5424,22.209072339843484,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25115641341602246
11.94125,0.064208126,180.1976,1,3,181.0976,16.61974977569466,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25339322406094444
19.7,0.041974489,108.6912,1,2,2183.824,47.507305526430805,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.20487676539812902
20.6,0.048207431,188.0556,1,2,2065.3116,46.44275114264149,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.21956190698752823
9.5,0.041065647,223.5088,1,2,4697.8848,64.6887694539744,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.20264660618919825
13.5,0.128709014,96.1068,3,1,1846.9292,44.3780494599078,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3587603852155363
13.65,0.03596071,186.3924,1,3,1665.8316,42.54871733104406,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.18963309310349816
7.27,0.046520703,97.7384,3,1,591.2304,27.704271133041704,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.21568658511831468
11.94125,0.210596485,144.747,1,3,143.147,14.956708369226916,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458907926495065
6.86,0.03674399,231.201,1,2,6201.927,72.28036426345436,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.19168721918792603
14.7,0.072238195,47.5034,3,1,972.068,34.095385138296145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.268771640989149
11.94125,0.034141213,211.9218,2,1,3419.5488,56.946394714207784,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18477340988356522
9.195,0.101500374,45.2744,2,2,679.116,29.364482355987615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3185912334010464
14.15,0.042246575,54.2982,2,3,1104.5622,35.94509111386415,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.20553971635671778
12.3,0.058105769,60.4562,1,2,1777.686,43.69221679566517,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.24105138248929417
11.8,0.170141787,116.7834,3,1,2303.668,48.548269229437864,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4124824687183687
13.6,0.049579883,110.0912,1,2,1965.4416,45.516087176869505,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.22266540593455464
15.0,0.058725134,43.6744,2,2,407.4696,23.659512870151048,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2423326928006207
13.1,0.075695552,168.4158,2,3,1504.0422,40.80785554892304,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.27512824645971923
11.3,0.007321067,197.7426,2,2,2570.6538,50.753139688361394,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.08556323392672813
12.3,0.009463757,73.838,2,2,1245.046,37.76271434635601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.09728184311576338
10.0,0.021407511,248.175,3,1,3495.45,57.4516535779081,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.14631305820055843
11.94125,0.145669556,247.2776,1,3,743.0328,30.49039972541197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3816668128092879
6.98,0.041273236,82.4934,2,1,982.7208,34.249637219470586,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.20315815514027488
19.0,0.128090139,107.0622,1,3,1376.2086,39.34900964946393,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.3578968273120062
17.0,0.135707553,172.5106,1,2,2053.3272,46.33302808772221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3683850607720134
15.15,0.027774002,152.3708,1,2,3159.8868,55.163746256163826,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16665533894838172
11.94125,0.07278643,49.4376,1,3,191.7504,17.047218393487903,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2697896032096122
11.94125,0.029640604,40.8138,2,1,1543.3244,41.24073157687972,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.172164467878828
8.355,0.187939003,146.9418,2,2,1029.9926,34.92200361464765,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.43351932252207626
12.15,0.14492016,224.4404,3,1,1800.3232,43.91821115343658,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3806838058021381
17.25,0.125419157,40.048,2,3,399.48,23.460144154907848,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.35414567200517927
6.46,0.049121972,144.6102,3,1,2916.204,53.406846836809464,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.22163477164019188
5.78,0.074149074,262.2568,1,3,5273.136,67.74779377342801,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2723032757790475
18.7,0.04604992,151.9682,3,1,3354.3004,56.50650632648462,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2145924509389834
19.2,0.035384612,180.3318,3,2,3428.2042,57.00435819421617,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.18810797962872283
11.94125,0.038340116,240.1564,2,1,7150.692,76.49728232280616,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19580632267626089
11.94125,0.049080853,147.7734,2,1,4602.6754,64.16060602605928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22154198924808813
11.94125,0.076183667,245.646,2,1,3695.19,58.74983487627183,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27601388914328207
7.35,0.028711412,39.9454,2,1,377.5086,22.898905483984006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.16944442156648296
11.94125,0.12517151,88.9198,2,1,3139.9128,55.022942825717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3537958592182786
17.85,0.037826873,189.7188,1,3,2285.0256,48.38856611494333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.19449131857232085
4.615,0.101747034,231.33,3,1,4660.6,64.48272766739703,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.318978108966744
11.94125,0.075142108,145.8444,2,1,3773.7544,59.248609426318886,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2741206084919556
12.1,0.061424738,56.7614,2,1,1049.9666,35.20039539546313,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.24784014606193241
11.65,0.040597054,187.324,2,2,1864.24,44.547027114599125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.20148710628722624
11.94125,0.041556697,104.4332,1,3,307.5996,20.966329350479096,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20385459769158998
15.5,0.126791761,262.1568,1,1,527.3136,26.398858702519476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.356078307398808
9.195,0.117484834,158.5578,1,3,2406.867,49.41827005022989,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.3427606074215647
15.1,0.106097275,43.2796,2,1,123.8388,14.004528861859631,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.32572576655831204
5.095,0.129395895,140.3838,3,1,1826.2894,44.175297907478544,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3597164091336396
15.1,0.100265027,142.5786,2,1,3323.0078,56.29367092235669,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.31664653321961383
12.1,0.011557563,165.3526,2,3,3453.5046,57.173275506141536,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.10750610680328816
6.235,0.119157788,263.791,2,1,2103.928,46.79366207413613,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.34519239273193725
15.0,0.077622622,121.8414,2,1,243.6828,18.945656110142398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.27860836670853945
11.94125,0.041194986,39.1164,2,1,1235.7248,37.64614570105546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20296547982354043
10.65,0.085135953,232.3668,1,3,3685.8688,58.690226882533224,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2917806590574502
9.8,0.106816919,114.2492,1,1,463.3968,24.992057051232017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.32682857739187987
18.25,0.04421348,173.408,3,1,1038.648,35.04304414407225,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.21027001688305444
11.94125,0.013745883,62.0168,2,1,1534.0032,41.138634188927895,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11724283773433668
19.6,0.094308058,251.8698,2,3,3551.3772,57.81964642146398,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3070961706045844
17.0,0.026622757,144.247,2,2,3149.234,55.088719447136235,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1631648154474487
9.6,0.014234595,190.2872,2,3,4727.18,64.84995485063261,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.11930882197054835
8.51,0.078526225,173.5422,2,3,5000.8238,66.32674833311279,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.28022531113373755
5.88,0.0249887,150.3392,2,1,447.4176,24.62192453444433,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1580781452320339
8.905,0.143712172,60.2878,2,1,1151.1682,36.563086630921575,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.37909388283115303
11.94125,0.067373081,258.8988,2,1,3083.9856,54.62573805091612,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25956325048049467
8.85,0.053822086,183.8292,3,1,2554.0088,50.61991519582445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.23199587496332774
20.7,0.043011277,177.2028,2,1,3364.9532,56.57868214654879,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2073916030122724
11.94125,0.123557061,216.6192,1,3,215.7192,17.958297941437927,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35150684346111954
6.3,0.127968205,209.627,2,1,3984.813,60.55768193808073,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.35772643877689553
17.5,0.007570599,144.6102,2,1,2187.153,47.536689438021405,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.08700918916988021
5.765,0.081996785,40.1164,1,2,540.6296,26.67853096865222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2863508075769999
17.75,0.067777778,186.924,2,1,3169.208,55.22926718971967,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2603416562903447
5.035,0.080362549,229.0036,2,2,4326.3684,62.58868105139904,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2834828901362479
8.355,0.013929059,94.1462,1,3,2221.1088,47.8348463874153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.11802143449390878
6.13,0.077169953,63.0536,1,2,1225.072,37.512260175922385,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.27779480376709714
12.5,0.112681821,119.144,2,1,3235.788,55.69386274168855,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.33568112994328414
11.94125,0.10080442,45.4744,2,1,1041.3112,35.08016249144937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3174971180971569
20.75,0.02512588,150.4734,1,2,890.8404,32.88348570642338,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1585114506904785
11.94125,0.122519571,93.0436,2,1,2363.59,49.056280616608944,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35002795745482956
13.35,0.15021128,179.066,2,2,2696.49,51.74356154503377,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.3875709999471065
7.96,0.028357839,163.2894,1,2,4530.1032,63.75348925365132,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16839785925005105
8.92,0.130663423,175.237,1,2,2117.244,46.91374644066239,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.3614739589514022
6.635,0.006335942,121.8098,2,3,2048.6666,46.29025164011814,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0795986306414878
15.5,0.032845997,106.7938,3,1,3215.814,55.55510653864617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1812346462462407
6.13,0.076735903,62.4536,1,3,1225.072,37.512260175922385,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2770124600085707
7.315,0.01530184,154.434,1,3,1378.206,39.372431518714365,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.12370060630409214
16.0,0.029377239,46.1718,1,1,94.5436,12.366274931820023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17139789671988392
15.85,0.137053947,94.4094,2,1,1047.3034,35.163465803577864,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.37020797803396943
19.1,0.177236497,172.3422,1,2,2586.633,50.88053691697276,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4209946519850341
19.0,0.111830282,105.4622,3,1,952.7598,33.81313100509037,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3344103497202202
16.75,0.008204465,99.8674,2,3,2342.9502,48.88220290596662,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.09057850186440489
11.94125,0.02439015,95.9068,2,1,3207.8244,55.499455634729536,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15617346125382506
9.195,0.064143995,85.9566,2,2,1691.132,42.811404562971035,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.25326664802140847
19.35,0.033275634,173.8738,2,2,2432.8332,49.63354506048113,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.182416101263019
11.8,0.107662745,224.1772,2,2,2890.9036,53.21933405194022,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.3281200161526267
10.6,0.01115195,40.6454,2,2,167.7816,16.063063464942044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.10560279352365637
13.65,0.013064516,115.5834,2,2,1382.2008,39.41921269417271,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.11430011373572643
14.85,0.009954237,158.263,2,3,2659.871,51.458330786917955,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.09977092261776474
11.94125,0.021214364,48.2034,1,3,97.2068,12.527132566436082,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1456515156117505
13.5,0.067859568,60.1562,1,2,1599.9174,41.85261209617902,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2604986909755978
5.635,0.103481775,150.005,1,2,1797.66,43.89171464289962,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3216858327623397
7.405,0.015358176,92.4146,1,2,1459.4336,40.3077658607849,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.12392810819180611
11.35,0.030981392,51.9008,1,2,708.4112,29.88827398181408,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.17601531751526628
16.1,0.013623294,109.3596,2,2,1186.4556,37.020830251602405,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1167188673694189
17.7,0.041098734,80.9276,2,1,487.3656,25.53281765970759,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2027282269443503
13.1,0.01209726,188.853,1,2,3225.801,55.62455070137822,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.10998754474939423
14.3,0.034382602,96.5726,3,1,2251.0698,48.09560621619941,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.18542546211348646
8.6,0.090374342,114.3176,2,2,1946.7992,45.33992251550345,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.30062325592009675
5.78,0.074451126,264.5568,2,1,6327.7632,72.86150163597682,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2728573363499688
8.195,0.031467128,91.8462,2,2,2313.655,48.63349760641088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.17738976295152997
13.65,0.078786674,184.824,1,3,3355.632,56.5155360074688,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2806896399940689
17.35,0.056032247,102.3016,1,2,1619.2256,42.05831994512852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.23671131574134768
20.25,0.058935522,246.646,1,3,2463.46,49.88565031705752,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.24276639388515042
11.94125,0.064577332,230.5352,1,3,687.1056,29.508691004702712,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2541207036036222
16.1,0.034306962,252.3356,1,3,3815.034,59.50812039548225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.18522138645415653
11.94125,0.053586458,89.7856,2,1,966.7416,34.01786899981461,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23148748994276125
17.6,0.076431919,113.2202,2,1,2025.3636,46.07546644922282,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.27646323263681916
18.0,0.039090105,148.4418,2,2,4119.9704,61.37370936812826,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.19771217716670866
12.5,0.031549131,99.0384,2,1,197.0768,17.255484532995663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17762075047696427
9.065,0.115233813,94.4094,3,1,2856.282,52.96109450518783,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.33946106256830105
16.85,0.159825617,195.5478,1,2,4262.4516,62.216316851743436,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.39978196182419234
16.0,0.073080167,228.4668,1,2,2534.0348,50.45933890748247,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2703334367036383
9.3,0.066727717,181.6292,3,1,2371.5796,49.12341445411451,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2583170861557555
6.215,0.012146608,37.9848,1,2,782.9808,31.16408916385598,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.11021165092675093
20.1,0.022552083,226.6036,1,2,6831.108,75.11754909320267,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.15017350964800683
8.77,0.047036036,170.5422,1,2,2759.0752,52.22558172067345,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.21687792879866777
16.25,0.087158654,95.141,1,2,2220.443,47.829027222042,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.295226445292423
15.15,0.027756137,150.4708,3,1,2106.5912,46.817716267878914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.16660173168367728
13.15,0.092589917,159.5604,3,1,1901.5248,44.90772875586126,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.30428591324607845
11.94125,0.077427883,41.8454,1,3,41.9454,8.346836551953844,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27825866203947724
20.85,0.121227447,197.5452,1,2,4306.3944,62.472682901745046,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34817732120286066
18.2,0.066284519,247.2092,1,2,3486.1288,57.389970111814726,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.25745780042562316
8.3,0.03549838,36.6506,2,1,455.4072,24.80798941953502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.18841013773149257
6.195,0.072131519,120.1098,2,2,2892.2352,53.22922825514064,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.26857311667402606
11.5,0.021020616,130.7942,2,2,2782.3782,52.40333774125714,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.14498488197050063
19.0,0.111902259,105.4622,1,2,1905.5196,44.946116444054155,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.33451795019101743
10.5,0.071548187,120.2098,2,1,602.549,27.926247574529167,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.26748492854738565
8.8,0.071540443,210.6612,2,3,2508.7344,50.25482061018086,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2674704525737376
11.94125,0.121765124,264.1884,1,3,264.9884,19.652005456262245,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3489485979338504
17.75,0.014609738,160.4262,1,2,3182.524,55.32266322104209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.12087074914965987
11.94125,0.080697998,39.8506,1,3,37.9506,7.933244286992308,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28407393051809593
17.75,0.156802171,242.1538,1,2,4326.3684,62.58868105139904,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3959825387564457
20.75,0.024144862,123.373,1,2,2093.941,46.70329166180959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.15538617055581233
16.7,0.062297249,60.6562,2,1,592.562,27.73052092407831,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2495941686017524
11.94125,0.052058711,55.5588,2,1,1145.176,36.48450291291786,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22816378108718308
